AÃ±o,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad
2017,22598,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Ofelia Hernandez Araque,11/27/2017 12:00:00 AM,Confecciones PÃ¡ez SA,Emitida,39625,Ver Conjunto detalle,1649458.00,Dotaciones de Vestuario II,BUCARAMANGA,Obligada,No Definido,817000830,1410,1
2017,22599,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Ofelia Hernandez Araque,11/27/2017 12:00:00 AM,Confecciones PÃ¡ez SA,Emitida,39627,Ver Conjunto detalle,1069572.00,Dotaciones de Vestuario II,BUCARAMANGA,Obligada,No Definido,817000830,1410,1
2014,226,Ejecutiva,Salud y ProtecciÃ³n Social,ESE HOSPITAL SAN CRISTOBAL,Carlos Alberto RÃ­os Taborda,05/23/2014 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,910,Ver Conjunto detalle,155000000.00,Combustible BogotÃ¡,BogotÃ¡ D.C.,No obligada,No Definido,830095213,4661,124
2015,2260,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA NACIONAL,Sigilfredo de Jesus Padilla Bueno,04/21/2015 12:00:00 AM,CONALCREDITOS  CONALCENTER BPO,Cerrada,6024,Ver Conjunto detalle,255377807.00,Centro de contacto,Bogota,Obligada,No Definido,800219668,8220,5
2017,22600,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Ofelia Hernandez Araque,11/27/2017 12:00:00 AM,INTRADECO SAS,Emitida,39628,Ver Conjunto detalle,89250.00,Dotaciones de Vestuario II,BUCARAMANGA,Obligada,No Definido,900395841,1313,1
2017,22601,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Ofelia Hernandez Araque,11/27/2017 12:00:00 AM,Sparta Shoes SAS,Emitida,39632,Ver Conjunto detalle,202180.00,Dotaciones de Vestuario II,BUCARAMANGA,Obligada,No Definido,900315346,1521,1
2017,22602,Organismos autÃ³nomo o independientes,,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA,Cesar Augusto Reina Segura,11/27/2017 12:00:00 AM,SumimasSAS,Cerrada,39594,Ver Conjunto detalle,10540326.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,BogotÃ¡ D.C,No obligada,No Definido,,,222
2017,22603,Ejecutiva,Ambiente y Desarrollo Sostenible,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,Yennifer Johanna Tangarife Forero,11/27/2017 12:00:00 AM,Controles Empresariales SAS,Emitida,39452,Ver Conjunto detalle,387247841.00,Microsoft II,BogotÃ¡ D.C.,Obligada,No Definido,800058607,4651,76
2017,22604,Judicial,Justicia y del Derecho,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,Maria Deisy Ramirez Vasquez,11/27/2017 12:00:00 AM,GRUPO EDS AUTOGAS SAS,Emitida,38970,Ver Conjunto detalle,100200000.00,Combustible BogotÃ¡ II,BogotÃ¡,No obligada,No Definido,900459737,COMERCIO AL POR MENO,74
2017,22605,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Ofelia Hernandez Araque,11/27/2017 12:00:00 AM,Sparta Shoes SAS,Emitida,39634,Ver Conjunto detalle,202180.00,Dotaciones de Vestuario II,BUCARAMANGA,Obligada,No Definido,900315346,1521,1
2017,22606,Judicial,Justicia y del Derecho,ADMINISTRACION JUDICIAL SECCIONAL CALI,Helda Maria Ayala Moreno,11/27/2017 12:00:00 AM,Uniples SA,Cerrada,39583,Ver Conjunto detalle,6387920.00,Consumibles de ImpresiÃ³n,CALI,Obligada,No Definido,8110213630,4690,1259
2017,22607,Ejecutiva,Interior,UNIDAD NACIONAL DE PROTECCION,Juan Felipe Ramirez Hernandez,11/27/2017 12:00:00 AM,UT SoftIG,Emitida,39596,Ver Conjunto detalle,1011109811.00,Microsoft II,BogotÃ¡ D.C.,Obligada,No Definido,900884399,6201,117
2017,22608,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,UAE  GESTION PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCION SOCIAL,Victor Andres Rodriguez Estrada,11/27/2017 12:00:00 AM,Controles Empresariales SAS,Emitida,39598,Ver Conjunto detalle,2680165.00,Microsoft II,Bogota,Obligada,No Definido,800058607,4651,194
2017,22609,Ejecutiva,Defensa Nacional,DEPARTAMENTO DE POLICIA PUTUMAYO,Aristobulo Uribe Molano,11/27/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,11463,Ver Conjunto detalle,8641057.00,Grandes Superficies,MOCOA,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,609
2015,2261,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,04/21/2015 12:00:00 AM,UniÃ³n Temporal AutogasGandur,Cerrada,6016,Ver Conjunto detalle,34579807.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,900459737,4731,55
2017,22610,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DANE  ANTIOQUIA,Jose Nelson Alzate Rios,11/27/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,39645,Ver Conjunto detalle,28625688.00,Grandes Superficies,Medellin,Obligada,No Definido,830037946,4761,365
2017,22611,Ejecutiva,Trabajo,SENA  Regional Magdalena,Lisneida Celedon Urbina,11/27/2017 12:00:00 AM,CLEANER SA,Emitida,39239,Ver Conjunto detalle,767650577.00,Aseo y CafeterÃ­a II,Santa Marta,Obligada,No Definido,800041433,8121,400
2017,22612,Ejecutiva,Justicia y del Derecho,DEPARTAMENTO DE CUNDINAMARCA  SECRETARIA JURIDICA,Erick Johany Galeano Basabe,11/27/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,39493,Ver Conjunto detalle,12682180.00,Grandes Superficies,BOGOTA,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,1402
2017,22613,Ejecutiva,Defensa Nacional,FONDO ROTATORIO DE LA POLICIA,Maria Susana Ospina Restrepo,11/27/2017 12:00:00 AM,Servicio AÃ©reo a Territorios Nacionales SA,Emitida,39638,Ver Conjunto detalle,20000000.00,Tiquetes AÃ©reos,BOGOTA,Obligada,No Definido,8999991434,5111,154
2017,22614,Ejecutiva,Justicia y del Derecho,COMPLEJO CARCELARIO Y PENITENCIARIO CON ALTA MEDIA Y MÃNIMA SEGURID COBOG,JesÃºs Albeiro PeÃ±a Roa,11/27/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,38207,Ver Conjunto detalle,738990.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,830037946,4761,2
2017,22615,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI,Jaime Arias Guzman,11/27/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Cerrada,35091,Ver Conjunto detalle,2708500.00,Grandes Superficies,BOGOTÃ,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,132
2017,22616,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE ANTIOQUIA,Sara Emilia Arias CastaÃ±o,11/27/2017 12:00:00 AM,Dell Colombia INC,Emitida,39090,Ver Conjunto detalle,1357015468.00,Microsoft II,MEDELLIN,No obligada,No Definido,8300352467,4741,291
2017,22617,Ejecutiva,Salud y ProtecciÃ³n Social,MINISTERIO SALUD Y PROTECCION SOCIAL  GENERAL,Jesus Alberto Campo Mazabel,11/27/2017 12:00:00 AM,Oracle Colombia Ltda,Cerrada,39566,Ver Conjunto detalle,4942617.00,Servicios Oracle,BogotÃ¡,Obligada,No Definido,800103052,6202,228
2017,22618,Ejecutiva,Ciencia y TecnologÃ­a,INSTITUTO NACIONAL DE SALUD,Paula Camila Campos Abril,11/27/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,34348,Ver Conjunto detalle,19811715.00,Grandes Superficies,BogotÃ¡,Obligada,No Definido,830037946,4761,66
2017,22619,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA NACIONAL  DIRECCION GENERAL MARITIMA DIMAR,illmer de JesÃºs DÃ­az HernÃ¡ndez,11/27/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,39216,Ver Conjunto detalle,5139000.00,Grandes Superficies,BogotÃ¡ D.C,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,91
2015,2262,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,04/21/2015 12:00:00 AM,UniÃ³n Temporal AutogasGandur,Cerrada,6018,Ver Conjunto detalle,372384.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,900459737,4731,55
2017,22620,Judicial,Justicia y del Derecho,DIRECCION EJECUTIVA SECCIONAL DE ADMINISTRACION JUDICIAL DE VALLEDUPAR,Moises David De La Hoz De La Hoz,11/27/2017 12:00:00 AM,INTRADECO SAS,Emitida,39593,Ver Conjunto detalle,850850.00,Dotaciones de Vestuario II,Valledupar,Obligada,No Definido,900395841,1313,1281
2017,22621,Judicial,Justicia y del Derecho,DIRECCION EJECUTIVA SECCIONAL DE ADMINISTRACION JUDICIAL DE VALLEDUPAR,Moises David De La Hoz De La Hoz,11/27/2017 12:00:00 AM,Inversiones Sara de Colombia SAS,Emitida,39605,Ver Conjunto detalle,1064478.00,Dotaciones de Vestuario II,Valledupar,Obligada,No Definido,,,1281
2017,22622,Judicial,Justicia y del Derecho,DIRECCION EJECUTIVA SECCIONAL DE ADMINISTRACION JUDICIAL DE VALLEDUPAR,Moises David De La Hoz De La Hoz,11/27/2017 12:00:00 AM,Sparta Shoes SAS,Emitida,39612,Ver Conjunto detalle,867690.00,Dotaciones de Vestuario II,Valledupar,Obligada,No Definido,900315346,1521,1281
2017,22623,Judicial,Justicia y del Derecho,DIRECCION EJECUTIVA SECCIONAL DE ADMINISTRACION JUDICIAL DE VALLEDUPAR,Moises David De La Hoz De La Hoz,11/27/2017 12:00:00 AM,Sparta Shoes SAS,Emitida,39613,Ver Conjunto detalle,853683.00,Dotaciones de Vestuario II,Valledupar,Obligada,No Definido,900315346,1521,1281
2017,22624,Ejecutiva,Defensa Nacional,DIRECCION DE INVESTIGACION CRIMINAL E INTERPOL,Gina Rosa Morales Santos,11/27/2017 12:00:00 AM,Falabella de Colombia SA,Cerrada,38381,Ver Conjunto detalle,37678500.00,Grandes Superficies,Bogota D.C.,Obligada,No Definido,900017447,4719,225
2017,22625,Ejecutiva,,REGION ADMINISTRATIVA Y DE PLANEACIÃ“N ESPECIAL  RAPE REGIÃ“N CENTRAL,Edna Patricia Rangel BarragÃ¡n,11/27/2017 12:00:00 AM,Controles Empresariales SAS,Emitida,39681,Ver Conjunto detalle,26154787.00,Microsoft II,BOGOTÃ,No obligada,No Definido,800058607,4651,586
2017,22626,Ejecutiva,FunciÃ³n PÃºblica,CAQUETA  ALCALDIA CARTAGENA DEL CHAIRA,Luis Francisco vargas correa,11/27/2017 12:00:00 AM,La Previsora SA,Emitida,39689,Ver Conjunto detalle,606294.00,SOAT II,Cartagena del Chaira,No obligada,No Definido,860002400,6511,1033
2017,22627,Ejecutiva,Agricultura y Desarrollo Rural,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,Yohana Andrea Sanchez Cabezas,11/27/2017 12:00:00 AM,UT SoftIG,Emitida,39190,Ver Conjunto detalle,94727947.00,Microsoft II,BOGOTA D.C,Obligada,No Definido,900884399,6201,216
2017,22628,Ejecutiva,Trabajo,SENA  Regional Meta,Angelica Rocio PeÃ±a Sanchez,11/27/2017 12:00:00 AM,MR CLEAN SA,Emitida,39597,Ver Conjunto detalle,448090050.00,Aseo y CafeterÃ­a II,VILLAVICENCIO,Obligada,No Definido,800062177,8121,413
2017,22629,Ejecutiva,Defensa Nacional,INSTITUTO DE CASAS FISCALES DEL EJERCITO,Margoth Catalina Alzate Atehortua,11/27/2017 12:00:00 AM,Pear Solutions SAS,Emitida,39521,Ver Conjunto detalle,27519083.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,BOGOTA,Obligada,No Definido,900148177,9511,198
2015,2263,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,04/21/2015 12:00:00 AM,UniÃ³n Temporal AutogasGandur,Cerrada,6017,Ver Conjunto detalle,6229184.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,900459737,4731,55
2017,22630,Ejecutiva,Salud y ProtecciÃ³n Social,FONDO NACIONAL DE ESTUPEFACIENTES,Erin Homero Villegas Parra,11/27/2017 12:00:00 AM,AUTOMAYOR SA,Emitida,39642,Ver Conjunto detalle,103887010.00,VehÃ­culos II,Bogota,Obligada,No Definido,860034604,2411,168
2017,22631,Ejecutiva,Defensa Nacional,POLICIA NACIONAL  GESTION GENERAL,Rocio Cubillos Rodriguez,11/28/2017 12:00:00 AM,Fabrica Nacional de Autopartes SA,Emitida,39693,Ver Conjunto detalle,691125654.00,Motocicletas Cuatrimotos y Motocarros,bogota,Obligada,No Definido,890301886,3091,108
2017,22632,Ejecutiva,Justicia y del Derecho,RECLUSIÃ“N DE MUJERES DE ARMENIA,Derly Constanza Valderrama Cortes,11/28/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,38268,Ver Conjunto detalle,443751.00,Grandes Superficies,ARMENIA,Obligada,No Definido,830037946,4761,869
2017,22633,Ejecutiva,Justicia y del Derecho,RECLUSIÃ“N DE MUJERES DE ARMENIA,Derly Constanza Valderrama Cortes,11/28/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,39637,Ver Conjunto detalle,217770.00,Grandes Superficies,ARMENIA,Obligada,No Definido,830037946,4761,869
2021,77522,Ejecutiva,Justicia y del Derecho,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC,Rosa Emira Madera Sanchez,10/11/2021 12:00:00 AM,ASIC  ASIC,Emitida,136841,Ver Conjunto detalle,8178572.00,Nube Privada III,BOGOTA,Obligada,No Definido,,,164
2017,22634,Ejecutiva,Transporte,INSTITUTO NACIONAL DE VIAS,Deisy Astrid Cabrera Ahumada,11/28/2017 12:00:00 AM,SumimasSAS,Emitida,39561,Ver Conjunto detalle,54930748.00,Consumibles de ImpresiÃ³n,BogotÃ¡ D.C.,Obligada,No Definido,830001338,4649,190
2017,22635,Ejecutiva,Transporte,INSTITUTO NACIONAL DE VIAS,Deisy Astrid Cabrera Ahumada,11/28/2017 12:00:00 AM,Controles Empresariales SAS,Cerrada,39617,Ver Conjunto detalle,711347162.00,Microsoft II,BogotÃ¡ D.C.,Obligada,No Definido,800058607,4651,190
2017,22636,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DANE  TERRITORIAL CENTRO OCCIDENTE,Lina Yanneth VÃ©lez Castro,11/28/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,39046,Ver Conjunto detalle,8669150.00,Grandes Superficies,Manizales,Obligada,No Definido,830037946,4761,768
2017,22637,Legislativa,Justicia y del Derecho,DIRECCION EJECUTIVA SECCIONAL DE ADMINISTRACION JUDICIAL BOGOTA CUNDINAMARCA,Claudia Yaneth Villa Martinez,11/28/2017 12:00:00 AM,Uniples SA,Emitida,39699,Ver Conjunto detalle,319949350.00,Consumibles de ImpresiÃ³n,BogotÃ¡,No obligada,No Definido,8110213630,4690,692
2017,22638,Ejecutiva,Trabajo,SENA  Regional Boyaca,Yefer Hernan Robles Avila,11/28/2017 12:00:00 AM,Uniples SA,Emitida,39708,Ver Conjunto detalle,5312160.00,Consumibles de ImpresiÃ³n,SOGAMOSO,Obligada,No Definido,8110213630,4690,399
2017,22639,Ejecutiva,Defensa Nacional,POLICIA NACIONAL  GESTION GENERAL,Rocio Cubillos Rodriguez,11/28/2017 12:00:00 AM,Incolmotos Yamaha SA,Emitida,39705,Ver Conjunto detalle,779760080.00,Motocicletas Cuatrimotos y Motocarros,bogota,Obligada,No Definido,890916911,3091 - 4541,108
2015,2264,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,04/21/2015 12:00:00 AM,UniÃ³n Temporal AutogasGandur,Cerrada,6013,Ver Conjunto detalle,1637177.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,900459737,4731,55
"2017,22640,Ejecutiva,""Vivienda, Ciudad y Territorio"",DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,Digite Usuario,11/28/2017 12:00:00 AM,Oracle Colombia Ltda,Emitida,39411,Ver Conjunto detalle,20104744.00,Servicios Oracle,BogotÃ¡,No obligada,No Definido,800103052,6202,89"
"2017,22641,Ejecutiva,""Vivienda, Ciudad y Territorio"",DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,Shirley  Avellaneda PeÃ±a,11/28/2017 12:00:00 AM,Oracle Colombia Ltda,Emitida,39395,Ver Conjunto detalle,14791021.00,Servicios Oracle,BogotÃ¡,No obligada,No Definido,800103052,6202,89"
2017,22642,Ejecutiva,Trabajo,SENA  Regional AtlÃ¡ntico,Alexandra Milena Palacio Fuentes,11/28/2017 12:00:00 AM,MR CLEAN SA,Cerrada,39640,Ver Conjunto detalle,1078472850.00,Aseo y CafeterÃ­a II,BARRANQUILLA,Obligada,No Definido,800062177,8121,420
2017,22643,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE ANTIOQUIA,Sara Emilia Arias CastaÃ±o,11/28/2017 12:00:00 AM,Oracle Colombia Ltda,Emitida,36440,Ver Conjunto detalle,144513250.00,Servicios Oracle,MEDELLIN,No obligada,No Definido,800103052,6202,291
2017,22644,Ejecutiva,FunciÃ³n PÃºblica,CUNDINAMARCA  ALCALDIA MUNICIPAL DE CHIA,Jorge IvÃ¡n OrtÃ­z Ardila,11/28/2017 12:00:00 AM,Subatours SAS,Emitida,39715,Ver Conjunto detalle,15000000.00,Tiquetes AÃ©reos,ChÃ­a,No obligada,No Definido,8000750036,7911,215
2017,22645,Ejecutiva,Trabajo,SENA  Regional Boyaca,Yefer Hernan Robles Avila,11/28/2017 12:00:00 AM,Union Temporal OfiComCo  Veneplast,Emitida,39721,Ver Conjunto detalle,2525428.00,Consumibles de ImpresiÃ³n,SOGAMOSO,Obligada,No Definido,901055232,4649,399
2017,22646,Ejecutiva,EducaciÃ³n Nacional,INSTITUTO CARO Y CUERVO,Javier Mauricio Vargas LÃ³pez,11/28/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,29885,Ver Conjunto detalle,2800000.00,Grandes Superficies,BOGOTÃ,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,107
2017,22647,Ejecutiva,EducaciÃ³n Nacional,INSTITUTO CARO Y CUERVO,Fernando Alonso CortÃ©s RiaÃ±o,11/28/2017 12:00:00 AM,Sparta Shoes SAS,Emitida,39404,Ver Conjunto detalle,851125.00,Dotaciones de Vestuario II,BOGOTÃ D.C,Obligada,No Definido,900315346,1521,107
2017,22648,Ejecutiva,EducaciÃ³n Nacional,INSTITUTO CARO Y CUERVO,Fernando Alonso CortÃ©s RiaÃ±o,11/28/2017 12:00:00 AM,Confecciones PÃ¡ez SA,Cerrada,39405,Ver Conjunto detalle,2602497.00,Dotaciones de Vestuario II,BOGOTÃ D.C,Obligada,No Definido,817000830,1410,107
2017,22649,Ejecutiva,EducaciÃ³n Nacional,INSTITUTO CARO Y CUERVO,Fernando Alonso CortÃ©s RiaÃ±o,11/28/2017 12:00:00 AM,INTRADECO SAS,Emitida,39406,Ver Conjunto detalle,2212210.00,Dotaciones de Vestuario II,BOGOTÃ D.C,Obligada,No Definido,900395841,1313,107
2015,2265,Ejecutiva,Justicia y del Derecho,COMPLEJO CARCELARIO Y PENITENCIARIO CON ALTA MEDIA Y MÃNIMA SEGURID COBOG,JesÃºs Albeiro PeÃ±a Roa,04/21/2015 12:00:00 AM,SOS Soluciones de Oficina  Suministros SAS,Cerrada,5947,Ver Conjunto detalle,11999843.00,PapelerÃ­a,BogotÃ¡ D.C.,Obligada,No Definido,830087030,4690,2
2017,22650,Ejecutiva,EducaciÃ³n Nacional,INSTITUTO CARO Y CUERVO,Fernando Alonso CortÃ©s RiaÃ±o,11/28/2017 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Cerrada,39408,Ver Conjunto detalle,990080.00,Dotaciones de Vestuario II,BOGOTÃ D.C,Obligada,No Definido,901031856,1410,107
2017,22651,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Maria Jose Redondo Barreto,11/28/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,39037,Ver Conjunto detalle,24112648.00,Grandes Superficies,cartagena,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,438
2017,22652,Judicial,Justicia y del Derecho,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL SANTANDER,Nohora Elena Rueda Diaz,11/28/2017 12:00:00 AM,SumimasSAS,Cerrada,39575,Ver Conjunto detalle,35823064.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Bucaramanga,Obligada,No Definido,,,1248
2017,22653,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL ARAUCA,Obsalides Florinda Martinez Acosta,11/28/2017 12:00:00 AM,Sparta Shoes SAS,Cerrada,39703,Ver Conjunto detalle,620923.00,Dotaciones de Vestuario II,Arauca,Obligada,No Definido,900315346,1521,1137
2017,22654,Ejecutiva,Justicia y del Derecho,MINISTERIO DE JUSTICIA Y DEL DERECHO,Jose Eliberto Fonseca Ruiz,11/28/2017 12:00:00 AM,SumimasSAS,Emitida,39726,Ver Conjunto detalle,176928255.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,BogotÃ¡,Obligada,No Definido,,,161
2017,22655,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Niled Del Rosario Hernandez Camacho,11/28/2017 12:00:00 AM,Yubarta  SAS,Emitida,37492,Ver Conjunto detalle,1660229.00,Dotaciones de Vestuario II,BARRANQUILLA,Obligada,No Definido,,,1
2017,22656,Ejecutiva,Defensa Nacional,DEPARTAMENTO DE POLICIA ARAUCA,John Edar Guerrero Espinosa,11/28/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,39093,Ver Conjunto detalle,5713050.00,Grandes Superficies,ARAUCA,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,779
2017,22657,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Niled Del Rosario Hernandez Camacho,11/28/2017 12:00:00 AM,INTRADECO SAS,Emitida,39741,Ver Conjunto detalle,773500.00,Dotaciones de Vestuario II,BARRANQUILLA,Obligada,No Definido,900395841,1313,1
2017,22658,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Niled Del Rosario Hernandez Camacho,11/28/2017 12:00:00 AM,DotaciÃ³n Integral SAS,Emitida,39743,Ver Conjunto detalle,951078.00,Dotaciones de Vestuario II,BARRANQUILLA,Obligada,No Definido,830513863,1410,1
2017,22659,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Niled Del Rosario Hernandez Camacho,11/28/2017 12:00:00 AM,Confecciones PÃ¡ez SA,Emitida,39744,Ver Conjunto detalle,748700.00,Dotaciones de Vestuario II,BARRANQUILLA,Obligada,No Definido,817000830,1410,1
2015,2266,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL CENTRO,Sonia Marcela Pedraza Gonzalez,04/21/2015 12:00:00 AM,UniÃ³n Temporal AutogasGandur,Cerrada,6041,Ver Conjunto detalle,21625109.00,Combustible BogotÃ¡ I,COTA,Obligada,No Definido,900459737,4731,55
2017,22660,Ejecutiva,Justicia y del Derecho,MINISTERIO DE JUSTICIA Y DEL DERECHO,Marcela GaitÃ¡n Forero,11/28/2017 12:00:00 AM,Yubarta  SAS,Emitida,39739,Ver Conjunto detalle,2189536.00,Dotaciones de Vestuario II,BogotÃ¡,Obligada,No Definido,,,161
2017,22661,Ejecutiva,Justicia y del Derecho,MINISTERIO DE JUSTICIA Y DEL DERECHO,Jose Eliberto Fonseca Ruiz,11/28/2017 12:00:00 AM,SumimasSAS,Emitida,39635,Ver Conjunto detalle,282453823.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,BogotÃ¡,Obligada,No Definido,,,161
2017,22662,Ejecutiva,Minas y EnergÃ­a,SERVICIO GEOLOGICO COLOMBIANO,Monica Ponguta Achury,11/28/2017 12:00:00 AM,COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA,Emitida,39616,Ver Conjunto detalle,562369310.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,BogotÃ¡ D.C.,Obligada,No Definido,800015583,4741,65
2017,22663,Organismos autÃ³nomo o independientes,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO DISTRITAL PARA LA PROTECCION DE LA NIÃ‘EZ Y DE LA JUVENTUD IDIPRON,Mauricio Diaz Lozano,11/28/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Cancelada,35669,Ver Conjunto detalle,18369400.00,Grandes Superficies,BogotÃ¡ D.C,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,112
2017,22664,Organismos autÃ³nomo o independientes,,CONTRALORIA GENERAL DE LA REPUBLICA,Alfredo Vargas Abad,11/28/2017 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,35145,Ver Conjunto detalle,176834697.00,Combustible BogotÃ¡ II,BOGOTA,No obligada,No Definido,830095213,4661,166
2017,22665,Ejecutiva,Defensa Nacional,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,Jenny Paola Bohorquez Beltran,11/28/2017 12:00:00 AM,Seguros Generales Suramericana SA,Emitida,39735,Ver Conjunto detalle,2697120.00,SOAT II,BOGOTA,Obligada,No Definido,890903407,6511,53
2017,22666,Ejecutiva,Defensa Nacional,DINAE  PONAL,Cindy Isabel Araujo Pineda,11/28/2017 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,39429,Ver Conjunto detalle,12526384.00,Grandes Superficies,BOGOTA,Obligada,No Definido,900059238,Comercio al por mayo,316
2017,22667,Ejecutiva,Justicia y del Derecho,MINISTERIO DE JUSTICIA Y DEL DERECHO,Marcela GaitÃ¡n Forero,11/28/2017 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Emitida,39755,Ver Conjunto detalle,666400.00,Dotaciones de Vestuario II,BogotÃ¡,Obligada,No Definido,901031856,1410,161
